	id	sentence	word	tlms	all_mets	pos	tag	local
27	242918_aID2TE	Working with children in this young age is still about education, too. later school is mostly about marks and studying and the distance between teacher and stundents's getting bigger.	studying	0	0	VERB	VBG	too . later school is mostly about marks and studying and the distance between teacher and stundents 's getting bigger .
28	242918_aID2TE	Working with children in this young age is still about education, too. later school is mostly about marks and studying and the distance between teacher and stundents's getting bigger.	getting	0	0	VERB	VBG	too . later school is mostly about marks and studying and the distance between teacher and stundents 's getting bigger .
29	242918_aID2TE	Since school is about learning things in diffrent directions like science, languages and arts, a teacher with a pretty good knowledge is really important.	learning	0	0	VERB	VBG	Since school is about learning things in diffrent directions like science
30	242918_aID2TE	Also for questions or special, extremly intrested students a teacher that knows a lot about his subjects is good to have.	knows	0	0	VERB	VBZ	extremly intrested students a teacher that knows a lot about his subjects is good to have .
31	242918_aID2TE	For other students, the bit weaker ones, a teacher that has a good relation to them can really be a help, cause he's probably better at explaining things to them at least what he knows about the subject.	cause	0	0	VERB	VB	cause he 's probably better at explaining things to them at least what he knows about the subject .
32	242918_aID2TE	For other students, the bit weaker ones, a teacher that has a good relation to them can really be a help, cause he's probably better at explaining things to them at least what he knows about the subject.	explaining	0	0	VERB	VBG	cause he 's probably better at explaining things to them at least what he knows about the subject .
33	242918_aID2TE	For other students, the bit weaker ones, a teacher that has a good relation to them can really be a help, cause he's probably better at explaining things to them at least what he knows about the subject.	knows	0	0	VERB	VBZ	cause he 's probably better at explaining things to them at least what he knows about the subject .
34	242918_aID2TE	So I'd say it depends in someway on the student in which way he's getting the topic easier.	say	0	0	VERB	VB	So I 'd say it depends in someway on the student in which way he 's getting the topic easier .
35	242918_aID2TE	So I'd say it depends in someway on the student in which way he's getting the topic easier.	depends	0	0	VERB	VBZ	So I 'd say it depends in someway on the student in which way he 's getting the topic easier .
36	242918_aID2TE	So I'd say it depends in someway on the student in which way he's getting the topic easier.	getting	0	0	VERB	VBG	So I 'd say it depends in someway on the student in which way he 's getting the topic easier .
37	242918_aID2TE	I think a good teacher has to be able to treat stundents nicely, has to care about them and help them with their difficulties and it is important to be well informed as a teacher about the own subject.	think	0	0	VERB	VBP	I think a good teacher has to be able to treat stundents nicely
38	242918_aID2TE	I think a good teacher has to be able to treat stundents nicely, has to care about them and help them with their difficulties and it is important to be well informed as a teacher about the own subject.	treat	0	0	VERB	VB	I think a good teacher has to be able to treat stundents nicely
39	242918_aID2TE	I think a good teacher has to be able to treat stundents nicely, has to care about them and help them with their difficulties and it is important to be well informed as a teacher about the own subject.	care	0	0	VERB	VB	has to care about them and help them with their difficulties and it is important to be well informed as a teacher about the own subject .
40	242918_aID2TE	I think a good teacher has to be able to treat stundents nicely, has to care about them and help them with their difficulties and it is important to be well informed as a teacher about the own subject.	help	0	0	VERB	VB	has to care about them and help them with their difficulties and it is important to be well informed as a teacher about the own subject .
41	242918_aID2TE	I think a good teacher has to be able to treat stundents nicely, has to care about them and help them with their difficulties and it is important to be well informed as a teacher about the own subject.	informed	0	0	VERB	VBN	has to care about them and help them with their difficulties and it is important to be well informed as a teacher about the own subject .
42	242918_aID2TE	I'm personally happy when my teacher explains things shortly and clearly and you get that he knows what he's saying.	'm	0	0	VERB	VBP	I 'm personally happy when my teacher explains things shortly and clearly and you get that he knows what he 's saying .
43	242918_aID2TE	I'm personally happy when my teacher explains things shortly and clearly and you get that he knows what he's saying.	explains	0	0	VERB	VBZ	I 'm personally happy when my teacher explains things shortly and clearly and you get that he knows what he 's saying .
44	242918_aID2TE	I'm personally happy when my teacher explains things shortly and clearly and you get that he knows what he's saying.	get	0	0	VERB	VBP	I 'm personally happy when my teacher explains things shortly and clearly and you get that he knows what he 's saying .
45	242918_aID2TE	I'm personally happy when my teacher explains things shortly and clearly and you get that he knows what he's saying.	knows	0	0	VERB	VBZ	I 'm personally happy when my teacher explains things shortly and clearly and you get that he knows what he 's saying .
46	242918_aID2TE	I'm personally happy when my teacher explains things shortly and clearly and you get that he knows what he's saying.	saying	0	0	VERB	VBG	I 'm personally happy when my teacher explains things shortly and clearly and you get that he knows what he 's saying .
47	242918_aID2TE	If they aren't able to relate well with us I don't care much.	relate	0	0	VERB	VB	If they are n't able to relate well with us I do n't care much .
48	242918_aID2TE	If they aren't able to relate well with us I don't care much.	care	0	0	VERB	VB	If they are n't able to relate well with us I do n't care much .
49	341125_aID2TE	Every school has teachers and the following essay is about the question if it's better to have much knowledge as a teacher or being able to relate well with the students.	relate	0	0	VERB	VB	Every school has teachers and the following essay is about the question if it 's better to have much knowledge as a teacher or being able to relate well with the students .
50	341125_aID2TE	Of course it's important that the teacher is able to relate well with the students.	relate	0	0	VERB	VB	Of course it 's important that the teacher is able to relate well with the students .
51	341125_aID2TE	If the students have a lot of stress it's good when the teacher understands their situation and cares about it.	understands	0	0	VERB	VBZ	If the students have a lot of stress it 's good when the teacher understands their situation and cares about it .
52	341125_aID2TE	If the students have a lot of stress it's good when the teacher understands their situation and cares about it.	cares	0	0	VERB	VBZ	If the students have a lot of stress it 's good when the teacher understands their situation and cares about it .
53	341125_aID2TE	It helps to improve the connection between the students and the teacher.	helps	0	0	VERB	VBZ	It helps to improve the connection between the students and the teacher .
54	341125_aID2TE	It helps to improve the connection between the students and the teacher.	improve	0	0	VERB	VB	It helps to improve the connection between the students and the teacher .
55	341125_aID2TE	For example a teacher making an announced exam one or two weeks later because it's wished from the students.	wished	0	0	VERB	VBN	For example a teacher making an announced exam one or two weeks later because it 's wished from the students .
56	341125_aID2TE	When you have a good relation to your teacher you will learn more.	learn	0	0	VERB	VB	When you have a good relation to your teacher you will learn more .
57	341125_aID2TE	It's also important that the teacher has knowledge about his subject.	knowledge	0	0	VERB	VBN	It 's also important that the teacher has knowledge about his subject .
58	341125_aID2TE	The students go to school because they want to learn something.	go	0	0	VERB	VBP	The students go to school because they want to learn something .
59	341125_aID2TE	The students go to school because they want to learn something.	want	0	0	VERB	VBP	The students go to school because they want to learn something .
60	341125_aID2TE	The students go to school because they want to learn something.	learn	0	0	VERB	VB	The students go to school because they want to learn something .
61	341125_aID2TE	It would be really bad if the teacher couldn't give them new inforamtions and learn them more.	give	0	0	VERB	VB	It would be really bad if the teacher could n't give them new inforamtions and learn them more .
62	341125_aID2TE	It would be really bad if the teacher couldn't give them new inforamtions and learn them more.	learn	0	0	VERB	VB	It would be really bad if the teacher could n't give them new inforamtions and learn them more .
63	341125_aID2TE	It's not funny to go to class if the teacher doesn't tell anything interesting.	go	0	0	VERB	VB	It 's not funny to go to class if the teacher does n't tell anything interesting .
64	341125_aID2TE	It's not funny to go to class if the teacher doesn't tell anything interesting.	tell	0	0	VERB	VB	It 's not funny to go to class if the teacher does n't tell anything interesting .
65	341125_aID2TE	It's boring and the students won't listen, so the lessons won't be good.	listen	0	0	VERB	VB	It 's boring and the students wo n't listen
66	341125_aID2TE	The students will distract themselves until the class is over.	distract	0	0	VERB	VB	The students will distract themselves until the class is over .
67	341125_aID2TE	I think that a teacher can relate well with his students is as important as that he has a big knowledge of the subject which he teaches.	think	0	0	VERB	VBP	I think that a teacher can relate well with his students is as important as that he has a big knowledge of the subject which he teaches .
68	341125_aID2TE	I think that a teacher can relate well with his students is as important as that he has a big knowledge of the subject which he teaches.	relate	0	0	VERB	VB	I think that a teacher can relate well with his students is as important as that he has a big knowledge of the subject which he teaches .
69	341125_aID2TE	I think that a teacher can relate well with his students is as important as that he has a big knowledge of the subject which he teaches.	teaches	0	0	VERB	VBZ	I think that a teacher can relate well with his students is as important as that he has a big knowledge of the subject which he teaches .
70	341125_aID2TE	So my conclusion is that a good teacher has to present botch qualities.	present	0	0	VERB	VB	So my conclusion is that a good teacher has to present botch qualities .
71	365560_aID2TE	There is no use if a teacher has a good relationship with his students without being able to teach and explain them anything.	teach	0	0	VERB	VB	There is no use if a teacher has a good relationship with his students without being able to teach and explain them anything .
72	365560_aID2TE	There is no use if a teacher has a good relationship with his students without being able to teach and explain them anything.	explain	0	0	VERB	VB	There is no use if a teacher has a good relationship with his students without being able to teach and explain them anything .
73	365560_aID2TE	If you have finished school it counts how good you are prepared for the following life.	finished	0	0	VERB	VBN	If you have finished school it counts how good you are prepared for the following life .
74	365560_aID2TE	If you have finished school it counts how good you are prepared for the following life.	counts	0	0	VERB	VBZ	If you have finished school it counts how good you are prepared for the following life .
75	365560_aID2TE	On the oher hand the school is also here to learn to communicate with other people.	learn	0	0	VERB	VB	On the oher hand the school is also here to learn to communicate with other people .
76	365560_aID2TE	On the oher hand the school is also here to learn to communicate with other people.	communicate	0	0	VERB	VB	On the oher hand the school is also here to learn to communicate with other people .
77	365560_aID2TE	"It`s also useless if a teacher has ""excellent knowledge of the subject"" but is not able to transfer it onto the students."	useless	0	0	VERB	VBP	It ` s also useless if a teacher has `` excellent knowledge of the subject '' but is not able to transfer it onto the students .
78	365560_aID2TE	"It`s also useless if a teacher has ""excellent knowledge of the subject"" but is not able to transfer it onto the students."	transfer	0	0	VERB	VB	It ` s also useless if a teacher has `` excellent knowledge of the subject '' but is not able to transfer it onto the students .
79	365560_aID2TE	He might know everything about a subject but isn`t able to explain it to the students.	know	0	0	VERB	VB	He might know everything about a subject but isn ` t able to explain it to the students .
80	365560_aID2TE	He might know everything about a subject but isn`t able to explain it to the students.	explain	0	0	VERB	VB	He might know everything about a subject but isn ` t able to explain it to the students .
81	365560_aID2TE	Being able to explain something.	Being	0	0	VERB	VBG	Being able to explain something .
82	365560_aID2TE	Being able to explain something.	explain	0	0	VERB	VB	Being able to explain something .
83	365560_aID2TE	A teacher should have a good knowledge compared with the ability of sharing it with younger people.	compared	0	0	VERB	VBN	A teacher should have a good knowledge compared with the ability of sharing it with younger people .
84	365560_aID2TE	A teacher should have a good knowledge compared with the ability of sharing it with younger people.	sharing	1	1	VERB	VBG	A teacher should have a good knowledge compared with the ability of sharing it with younger people .
85	365560_aID2TE	And with sharing I mean making the students understand an unknown subject.	sharing	0	0	VERB	VBG	And with sharing I mean making the students understand an unknown subject .
86	365560_aID2TE	And with sharing I mean making the students understand an unknown subject.	mean	0	0	VERB	VBP	And with sharing I mean making the students understand an unknown subject .
87	365560_aID2TE	And with sharing I mean making the students understand an unknown subject.	understand	0	0	VERB	VBP	And with sharing I mean making the students understand an unknown subject .
88	365560_aID2TE	"To the question ""what`s more important"" I`d rather say the ability to relate well with the students."	say	0	0	VERB	VBP	To the question `` what ` s more important '' I ` d rather say the ability to relate well with the students .
89	365560_aID2TE	"To the question ""what`s more important"" I`d rather say the ability to relate well with the students."	relate	0	0	VERB	VB	To the question `` what ` s more important '' I ` d rather say the ability to relate well with the students .
90	365560_aID2TE	If he hasn`t a good relationship, if the students aren`t willing to pay attention while class, if the students don`t like sitting in school, every knowledge of the teacher is useless.	hasn	0	0	VERB	VBD	If he hasn ` t a good relationship
91	365560_aID2TE	If he hasn`t a good relationship, if the students aren`t willing to pay attention while class, if the students don`t like sitting in school, every knowledge of the teacher is useless.	aren	0	0	VERB	VBP	if the students aren ` t willing to pay attention while class
92	365560_aID2TE	If he hasn`t a good relationship, if the students aren`t willing to pay attention while class, if the students don`t like sitting in school, every knowledge of the teacher is useless.	pay	1	1	VERB	VB	if the students aren ` t willing to pay attention while class
93	365560_aID2TE	If he hasn`t a good relationship, if the students aren`t willing to pay attention while class, if the students don`t like sitting in school, every knowledge of the teacher is useless.	don	0	0	VERB	VBP	if the students don ` t like sitting in school
94	365560_aID2TE	If he hasn`t a good relationship, if the students aren`t willing to pay attention while class, if the students don`t like sitting in school, every knowledge of the teacher is useless.	sitting	0	0	VERB	VBG	if the students don ` t like sitting in school
95	365560_aID2TE	For many people the most important thing is to learn ever possibley thig in school.	learn	0	0	VERB	VB	For many people the most important thing is to learn ever possibley thig in school .
96	365560_aID2TE	But in my opinion the goal of a school should be to help building up young people with the ability to live in our society.	help	0	0	VERB	VB	But in my opinion the goal of a school should be to help building up young people with the ability to live in our society .
97	365560_aID2TE	But in my opinion the goal of a school should be to help building up young people with the ability to live in our society.	building	0	1	VERB	VBG	But in my opinion the goal of a school should be to help building up young people with the ability to live in our society .
98	365560_aID2TE	But in my opinion the goal of a school should be to help building up young people with the ability to live in our society.	live	0	0	VERB	VB	But in my opinion the goal of a school should be to help building up young people with the ability to live in our society .
99	365560_aID2TE	So to finish I have to admit that I agree with the statement.	finish	0	0	VERB	VB	So to finish I have to admit that I agree with the statement .
100	365560_aID2TE	So to finish I have to admit that I agree with the statement.	admit	0	0	VERB	VB	So to finish I have to admit that I agree with the statement .
101	365560_aID2TE	So to finish I have to admit that I agree with the statement.	agree	0	0	VERB	VBP	So to finish I have to admit that I agree with the statement .
102	365560_aID2TE	The pefect goal of any school, which I admit is impossible to reach, should be to have teachers which are comparing with the knowledge and with the ability to build up a relation.	admit	0	0	VERB	VBP	which I admit is impossible to reach
103	365560_aID2TE	The pefect goal of any school, which I admit is impossible to reach, should be to have teachers which are comparing with the knowledge and with the ability to build up a relation.	reach	0	0	VERB	VB	which I admit is impossible to reach
104	365560_aID2TE	The pefect goal of any school, which I admit is impossible to reach, should be to have teachers which are comparing with the knowledge and with the ability to build up a relation.	comparing	0	0	VERB	VBG	should be to have teachers which are comparing with the knowledge and with the ability to build up a relation .
105	365560_aID2TE	The pefect goal of any school, which I admit is impossible to reach, should be to have teachers which are comparing with the knowledge and with the ability to build up a relation.	build	0	1	VERB	VB	should be to have teachers which are comparing with the knowledge and with the ability to build up a relation .
106	365560_aID2TE	Because without a good relation the teacher won`t be able to make the students understand anything.	won	0	0	VERB	VBD	Because without a good relation the teacher won ` t be able to make the students understand anything .
107	365560_aID2TE	Because without a good relation the teacher won`t be able to make the students understand anything.	understand	0	0	VERB	VBP	Because without a good relation the teacher won ` t be able to make the students understand anything .
108	365376_aID2TE	Students can have different reasons why they won't be learning with a 100 % of their potential.	learning	0	0	VERB	VBG	Students can have different reasons why they wo n't be learning with a 100 % of their potential .
109	365376_aID2TE	So it's very important that the teacher can relate to his students.	relate	0	0	VERB	VB	So it 's very important that the teacher can relate to his students .
110	365376_aID2TE	If he has a great connection to a student, the student can be specially motivated in his classes.	motivated	0	0	VERB	VBN	the student can be specially motivated in his classes .
111	365376_aID2TE	Without this connection between student and teacher he can be as great as he wants ( if it comes to his knowledge) but he still isn't going to be competent to teach those students.	wants	0	0	VERB	VBZ	Without this connection between student and teacher he can be as great as he wants ( if it comes to his knowledge ) but he still is n't going to be competent to teach those students .
112	365376_aID2TE	Without this connection between student and teacher he can be as great as he wants ( if it comes to his knowledge) but he still isn't going to be competent to teach those students.	comes	0	0	VERB	VBZ	Without this connection between student and teacher he can be as great as he wants ( if it comes to his knowledge ) but he still is n't going to be competent to teach those students .
113	365376_aID2TE	Without this connection between student and teacher he can be as great as he wants ( if it comes to his knowledge) but he still isn't going to be competent to teach those students.	going	0	0	VERB	VBG	Without this connection between student and teacher he can be as great as he wants ( if it comes to his knowledge ) but he still is n't going to be competent to teach those students .
114	365376_aID2TE	Without this connection between student and teacher he can be as great as he wants ( if it comes to his knowledge) but he still isn't going to be competent to teach those students.	teach	0	0	VERB	VB	Without this connection between student and teacher he can be as great as he wants ( if it comes to his knowledge ) but he still is n't going to be competent to teach those students .
115	365376_aID2TE	He should also be having an excellent knowledge about the subject, which is being thought.	thought	0	0	VERB	VBN	which is being thought .
116	365376_aID2TE	This makes the class (Unterricht) much more interesting. if the teacher hasn't an excellent knowledge, he himself can get überfordert through questions, which the students ask.	get	0	0	VERB	VB	he himself can get überfordert through questions
117	365376_aID2TE	This makes the class (Unterricht) much more interesting. if the teacher hasn't an excellent knowledge, he himself can get überfordert through questions, which the students ask.	ask	0	0	VERB	VBP	which the students ask .
118	365376_aID2TE	In this case the class can't really learn in detail and create interesting discussion.	learn	0	0	VERB	VB	In this case the class ca n't really learn in detail and create interesting discussion .
119	365376_aID2TE	In this case the class can't really learn in detail and create interesting discussion.	create	0	1	VERB	VB	In this case the class ca n't really learn in detail and create interesting discussion .
120	365376_aID2TE	So I think I can't agree or disagree on the statement, that says that it would be more important to have a ability to relate to students than having a excellent knowledge.	think	0	0	VERB	VBP	So I think I ca n't agree or disagree on the statement
121	365376_aID2TE	So I think I can't agree or disagree on the statement, that says that it would be more important to have a ability to relate to students than having a excellent knowledge.	agree	0	0	VERB	VB	So I think I ca n't agree or disagree on the statement
122	365376_aID2TE	So I think I can't agree or disagree on the statement, that says that it would be more important to have a ability to relate to students than having a excellent knowledge.	disagree	0	0	VERB	VB	So I think I ca n't agree or disagree on the statement
123	365376_aID2TE	So I think I can't agree or disagree on the statement, that says that it would be more important to have a ability to relate to students than having a excellent knowledge.	says	0	0	VERB	VBZ	that says that it would be more important to have a ability to relate to students than having a excellent knowledge .
124	365376_aID2TE	So I think I can't agree or disagree on the statement, that says that it would be more important to have a ability to relate to students than having a excellent knowledge.	relate	0	0	VERB	VB	that says that it would be more important to have a ability to relate to students than having a excellent knowledge .
125	365376_aID2TE	As a teacher you need a great balance.	need	0	0	VERB	VBP	As a teacher you need a great balance .
126	365376_aID2TE	So or so a great teacher should be able to have an excellent knowledge to get in depht when it comes to the subject and he also should be able to relate to his students.	get	0	0	VERB	VB	So or so a great teacher should be able to have an excellent knowledge to get in depht when it comes to the subject and he also should be able to relate to his students .
127	365376_aID2TE	So or so a great teacher should be able to have an excellent knowledge to get in depht when it comes to the subject and he also should be able to relate to his students.	comes	0	0	VERB	VBZ	So or so a great teacher should be able to have an excellent knowledge to get in depht when it comes to the subject and he also should be able to relate to his students .
128	365376_aID2TE	So or so a great teacher should be able to have an excellent knowledge to get in depht when it comes to the subject and he also should be able to relate to his students.	relate	0	0	VERB	VB	So or so a great teacher should be able to have an excellent knowledge to get in depht when it comes to the subject and he also should be able to relate to his students .
129	365376_aID2TE	If the two Bedingungen are given, the class will learn a lot and even feel fun to learn something new.	given	0	0	VERB	VBN	If the two Bedingungen are given
130	365376_aID2TE	If the two Bedingungen are given, the class will learn a lot and even feel fun to learn something new.	learn	0	0	VERB	VB	the class will learn a lot and even feel fun to learn something new .
131	365376_aID2TE	If the two Bedingungen are given, the class will learn a lot and even feel fun to learn something new.	feel	0	0	VERB	VB	the class will learn a lot and even feel fun to learn something new .
132	365376_aID2TE	If the two Bedingungen are given, the class will learn a lot and even feel fun to learn something new.	learn	0	0	VERB	VB	the class will learn a lot and even feel fun to learn something new .
133	373482_aID2TE	The way teachers organize and teach their classes has changed throughout the years.	organize	0	0	VERB	VBP	The way teachers organize and teach their classes has changed throughout the years .
134	373482_aID2TE	The way teachers organize and teach their classes has changed throughout the years.	teach	0	0	VERB	VBP	The way teachers organize and teach their classes has changed throughout the years .
135	373482_aID2TE	The way teachers organize and teach their classes has changed throughout the years.	changed	0	0	VERB	VBN	The way teachers organize and teach their classes has changed throughout the years .
136	373482_aID2TE	Nowadays the teachers can't just have the knowledge, they also have to educate the children in another matters such as social life and general knowledge.	educate	0	0	VERB	VB	they also have to educate the children in another matters such as social life and general knowledge .
137	373482_aID2TE	It became more important to teach children morals and other values.	became	0	0	VERB	VBD	It became more important to teach children morals and other values .
138	373482_aID2TE	It became more important to teach children morals and other values.	teach	0	0	VERB	VB	It became more important to teach children morals and other values .
139	373482_aID2TE	And because parents don't always take matters in hand and are somewhat careless with morals and social standards, it has been decided that it also should be the teacher's responsibility.	take	0	1	VERB	VB	And because parents do n't always take matters in hand and are somewhat careless with morals and social standards
140	373482_aID2TE	And because parents don't always take matters in hand and are somewhat careless with morals and social standards, it has been decided that it also should be the teacher's responsibility.	decided	0	0	VERB	VBN	it has been decided that it also should be the teacher 's responsibility .
141	373482_aID2TE	The change of responsibilties has helped some students as has been shown.	helped	0	0	VERB	VBN	The change of responsibilties has helped some students as has been shown .
142	373482_aID2TE	The change of responsibilties has helped some students as has been shown.	shown	0	0	VERB	VBN	The change of responsibilties has helped some students as has been shown .
143	373482_aID2TE	Because of the more personal interaction between student and teachers the teachers became people of trust.	teachers	0	0	VERB	VBZ	Because of the more personal interaction between student and teachers the teachers became people of trust .
144	373482_aID2TE	Because of the more personal interaction between student and teachers the teachers became people of trust.	became	0	0	VERB	VBD	Because of the more personal interaction between student and teachers the teachers became people of trust .
145	373482_aID2TE	It results in students talking to their teachers when they have problems, for example at home, and they receive help.	talking	0	0	VERB	VBG	It results in students talking to their teachers when they have problems
146	373482_aID2TE	It results in students talking to their teachers when they have problems, for example at home, and they receive help.	receive	0	0	VERB	VBP	and they receive help .
147	373482_aID2TE	But there are people who think that because of the personal relationship students have with their teachers they lose their respect for them.	think	0	0	VERB	VBP	But there are people who think that because of the personal relationship students have with their teachers they lose their respect for them .
148	373482_aID2TE	But there are people who think that because of the personal relationship students have with their teachers they lose their respect for them.	lose	1	1	VERB	VBP	But there are people who think that because of the personal relationship students have with their teachers they lose their respect for them .
149	373482_aID2TE	Which results in not paying attention in class and not doing your homework because your teacher is your friend.	paying	1	1	VERB	VBG	Which results in not paying attention in class and not doing your homework because your teacher is your friend .
150	373482_aID2TE	Whereas different studies have shown that the change in teaching method has helped students who had difficulty with studying the traditional way.	shown	0	0	VERB	VBN	Whereas different studies have shown that the change in teaching method has helped students who had difficulty with studying the traditional way .
151	373482_aID2TE	Whereas different studies have shown that the change in teaching method has helped students who had difficulty with studying the traditional way.	teaching	0	0	VERB	VBG	Whereas different studies have shown that the change in teaching method has helped students who had difficulty with studying the traditional way .
152	373482_aID2TE	Whereas different studies have shown that the change in teaching method has helped students who had difficulty with studying the traditional way.	helped	0	0	VERB	VBN	Whereas different studies have shown that the change in teaching method has helped students who had difficulty with studying the traditional way .
153	373482_aID2TE	Whereas different studies have shown that the change in teaching method has helped students who had difficulty with studying the traditional way.	studying	0	0	VERB	VBG	Whereas different studies have shown that the change in teaching method has helped students who had difficulty with studying the traditional way .
154	373482_aID2TE	The classes which are now held more open helps the students who learn better in a different way.	held	0	0	VERB	VBN	The classes which are now held more open helps the students who learn better in a different way .
155	373482_aID2TE	The classes which are now held more open helps the students who learn better in a different way.	helps	0	0	VERB	VBZ	The classes which are now held more open helps the students who learn better in a different way .
156	373482_aID2TE	The classes which are now held more open helps the students who learn better in a different way.	learn	0	0	VERB	VBP	The classes which are now held more open helps the students who learn better in a different way .
157	373482_aID2TE	If you have a good relationship with your teacher the chances are higher that you listen and actually want to learn something even if his knowledge is not as good as someone else'sknowledge.	listen	0	0	VERB	VBP	If you have a good relationship with your teacher the chances are higher that you listen and actually want to learn something even if his knowledge is not as good as someone else'sknowledge .
158	373482_aID2TE	If you have a good relationship with your teacher the chances are higher that you listen and actually want to learn something even if his knowledge is not as good as someone else'sknowledge.	want	0	0	VERB	VBP	If you have a good relationship with your teacher the chances are higher that you listen and actually want to learn something even if his knowledge is not as good as someone else'sknowledge .
