	id	sentence	word	tlms	all_mets	pos	tag	local
49	106871_aID1AD	It will continuou sitting infront of its television or computer.	continuou	0	0	VERB	VB	It will continuou sitting infront of its television or computer .
50	106871_aID1AD	It will continuou sitting infront of its television or computer.	sitting	0	0	VERB	VBG	It will continuou sitting infront of its television or computer .
51	106871_aID1AD	To build relationships will be more difficult.	build	1	1	VERB	VB	To build relationships will be more difficult .
52	106871_aID1AD	So I think you deffinitely can't forbid children in young age to watch television because their parents are responsible for the education of their child.	think	0	0	VERB	VBP	So I think you deffinitely ca n't forbid children in young age to watch television because their parents are responsible for the education of their child .
53	106871_aID1AD	So I think you deffinitely can't forbid children in young age to watch television because their parents are responsible for the education of their child.	forbid	0	0	VERB	VB	So I think you deffinitely ca n't forbid children in young age to watch television because their parents are responsible for the education of their child .
54	106871_aID1AD	So I think you deffinitely can't forbid children in young age to watch television because their parents are responsible for the education of their child.	watch	0	0	VERB	VB	So I think you deffinitely ca n't forbid children in young age to watch television because their parents are responsible for the education of their child .
55	106871_aID1AD	But I think one should give the parents more informations about the effect an overdosed consume of television could have in some cases.	think	0	0	VERB	VBP	But I think one should give the parents more informations about the effect an overdosed consume of television could have in some cases .
56	106871_aID1AD	But I think one should give the parents more informations about the effect an overdosed consume of television could have in some cases.	give	0	0	VERB	VB	But I think one should give the parents more informations about the effect an overdosed consume of television could have in some cases .
57	100420_aID1AD	In the following text the question is discussed, if Television advertising directed toward young childre (aged two to five) should not be allowed.	discussed	0	0	VERB	VBN	In the following text the question is discussed
58	100420_aID1AD	In the following text the question is discussed, if Television advertising directed toward young childre (aged two to five) should not be allowed.	directed	0	0	VERB	VBD	if Television advertising directed toward young childre ( aged two to five ) should not be allowed .
59	100420_aID1AD	In the following text the question is discussed, if Television advertising directed toward young childre (aged two to five) should not be allowed.	allowed	0	0	VERB	VBN	if Television advertising directed toward young childre ( aged two to five ) should not be allowed .
60	100420_aID1AD	As capitalist and CEO you have the absolute right to advertise like that, because your goal is to catch eye-balls and to sell more of whatever product.	advertise	0	0	VERB	VB	As capitalist and CEO you have the absolute right to advertise like that
61	100420_aID1AD	As capitalist and CEO you have the absolute right to advertise like that, because your goal is to catch eye-balls and to sell more of whatever product.	catch	0	1	VERB	VB	because your goal is to catch eye-balls and to sell more of whatever product .
62	100420_aID1AD	As capitalist and CEO you have the absolute right to advertise like that, because your goal is to catch eye-balls and to sell more of whatever product.	sell	0	0	VERB	VB	because your goal is to catch eye-balls and to sell more of whatever product .
63	100420_aID1AD	As a mother of 4 young children and not too much money though, you might not be so happy when your children always desire the fanciest toy.	desire	0	0	VERB	VBP	you might not be so happy when your children always desire the fanciest toy .
64	100420_aID1AD	For the advertisors young children are easy to connect with, because they do not have such a complex believe and decision making system as most adults do.	connect	0	1	VERB	VB	For the advertisors young children are easy to connect with
65	100420_aID1AD	Therfore it is quite compelling for companies, to make cheap advertisements with good chance to succed.	succed	0	0	VERB	VB	to make cheap advertisements with good chance to succed .
66	100420_aID1AD	On the other hand, it is exactly that, that young children are not able to distinguish useful and not useful information, that makes advertising toward this group questionable.	distinguish	0	0	VERB	VB	that young children are not able to distinguish useful and not useful information
67	100420_aID1AD	For the companies it is an easy way to get new customers, because when the children are growen up, and might have themself childern, they still will remember what they wanted in their childhood and so will buy it for their kids.	get	0	0	VERB	VB	For the companies it is an easy way to get new customers
68	100420_aID1AD	For the companies it is an easy way to get new customers, because when the children are growen up, and might have themself childern, they still will remember what they wanted in their childhood and so will buy it for their kids.	growen	0	0	VERB	VBN	because when the children are growen up
69	100420_aID1AD	For the companies it is an easy way to get new customers, because when the children are growen up, and might have themself childern, they still will remember what they wanted in their childhood and so will buy it for their kids.	remember	0	0	VERB	VB	they still will remember what they wanted in their childhood and so will buy it for their kids .
70	100420_aID1AD	For the companies it is an easy way to get new customers, because when the children are growen up, and might have themself childern, they still will remember what they wanted in their childhood and so will buy it for their kids.	wanted	0	0	VERB	VBD	they still will remember what they wanted in their childhood and so will buy it for their kids .
71	100420_aID1AD	For the companies it is an easy way to get new customers, because when the children are growen up, and might have themself childern, they still will remember what they wanted in their childhood and so will buy it for their kids.	buy	0	0	VERB	VB	they still will remember what they wanted in their childhood and so will buy it for their kids .
72	100420_aID1AD	It is almost at the level of some kind of indoctrination so to speak, which makes it moraly unatractive to advertise towards young children.	speak	1	1	VERB	VB	It is almost at the level of some kind of indoctrination so to speak
73	100420_aID1AD	It is almost at the level of some kind of indoctrination so to speak, which makes it moraly unatractive to advertise towards young children.	advertise	0	0	VERB	VB	which makes it moraly unatractive to advertise towards young children .
74	100420_aID1AD	In my opinion the resposibility lies by the parents of the children and not by the advertisors.	lies	0	1	VERB	VBZ	In my opinion the resposibility lies by the parents of the children and not by the advertisors .
75	100420_aID1AD	It is their problem, when they just let their child watch TV nine to five a day.	let	0	0	VERB	VB	when they just let their child watch TV nine to five a day .
76	100420_aID1AD	It is their problem, when they just let their child watch TV nine to five a day.	watch	0	0	VERB	NN	when they just let their child watch TV nine to five a day .
77	100420_aID1AD	So they have to take responsibility for how their child develops and to control the input it gets from the environment.	take	0	0	VERB	VB	So they have to take responsibility for how their child develops and to control the input it gets from the environment .
78	100420_aID1AD	So they have to take responsibility for how their child develops and to control the input it gets from the environment.	develops	0	0	VERB	NNS	So they have to take responsibility for how their child develops and to control the input it gets from the environment .
79	100420_aID1AD	So they have to take responsibility for how their child develops and to control the input it gets from the environment.	control	0	0	VERB	VB	So they have to take responsibility for how their child develops and to control the input it gets from the environment .
80	100420_aID1AD	So they have to take responsibility for how their child develops and to control the input it gets from the environment.	gets	0	0	VERB	VBZ	So they have to take responsibility for how their child develops and to control the input it gets from the environment .
81	100420_aID1AD	Therefor i do not think one can prohibit to advertise toward young children.	think	0	0	VERB	VB	Therefor i do not think one can prohibit to advertise toward young children .
82	100420_aID1AD	Therefor i do not think one can prohibit to advertise toward young children.	prohibit	0	0	VERB	VB	Therefor i do not think one can prohibit to advertise toward young children .
83	100420_aID1AD	Therefor i do not think one can prohibit to advertise toward young children.	advertise	0	0	VERB	VB	Therefor i do not think one can prohibit to advertise toward young children .
84	111425_aID1AD	"Televiosion advertising directed toward young children (aged two to five) should not be allowed More often parents of young children hear: ""Mom, can I have this new toy which was shown in the tv?"""	directed	0	0	VERB	VBD	Televiosion advertising directed toward young children ( aged two to five ) should not be allowed More often parents of young children hear
85	111425_aID1AD	"Televiosion advertising directed toward young children (aged two to five) should not be allowed More often parents of young children hear: ""Mom, can I have this new toy which was shown in the tv?"""	allowed	0	0	VERB	VBN	Televiosion advertising directed toward young children ( aged two to five ) should not be allowed More often parents of young children hear
86	111425_aID1AD	"Televiosion advertising directed toward young children (aged two to five) should not be allowed More often parents of young children hear: ""Mom, can I have this new toy which was shown in the tv?"""	hear	0	0	VERB	VBP	Televiosion advertising directed toward young children ( aged two to five ) should not be allowed More often parents of young children hear
87	111425_aID1AD	"Televiosion advertising directed toward young children (aged two to five) should not be allowed More often parents of young children hear: ""Mom, can I have this new toy which was shown in the tv?"""	shown	0	0	VERB	VBN	can I have this new toy which was shown in the tv ? ''
88	111425_aID1AD	"or ""Wow, Dad, look a this cool toy!"	look	0	0	VERB	VB	look a this cool toy !
89	111425_aID1AD	"Do you buy it for me?"""	buy	0	0	VERB	VB	Do you buy it for me ? ''
90	111425_aID1AD	These children who watch tv get influenced a lot by television advertising.	watch	0	0	VERB	VBP	These children who watch tv get influenced a lot by television advertising .
91	111425_aID1AD	These children who watch tv get influenced a lot by television advertising.	influenced	0	0	VERB	VBD	These children who watch tv get influenced a lot by television advertising .
92	111425_aID1AD	Should it be allowed to manipulate them with these tricks or should it be forbidden?	allowed	0	0	VERB	VBN	Should it be allowed to manipulate them with these tricks or should it be forbidden ?
93	111425_aID1AD	Should it be allowed to manipulate them with these tricks or should it be forbidden?	manipulate	0	0	VERB	VB	Should it be allowed to manipulate them with these tricks or should it be forbidden ?
94	111425_aID1AD	Should it be allowed to manipulate them with these tricks or should it be forbidden?	forbidden	0	0	VERB	VBN	Should it be allowed to manipulate them with these tricks or should it be forbidden ?
95	111425_aID1AD	Here we go: Important is, that young children dont go often (or probably never) in the city for shopping.	go	0	0	VERB	VBP	Here we go
96	111425_aID1AD	Here we go: Important is, that young children dont go often (or probably never) in the city for shopping.	go	0	0	VERB	VBP	that young children dont go often ( or probably never ) in the city for shopping .
97	111425_aID1AD	Just the parents and they decide which toy the little boy or girl will get.	decide	0	0	VERB	VBP	Just the parents and they decide which toy the little boy or girl will get .
98	111425_aID1AD	Just the parents and they decide which toy the little boy or girl will get.	get	0	0	VERB	VB	Just the parents and they decide which toy the little boy or girl will get .
99	111425_aID1AD	So it is totally clear that we have to bring the toys to the childrens home: by television advertising!	bring	0	0	VERB	VB	So it is totally clear that we have to bring the toys to the childrens home
100	111425_aID1AD	So they can decide themselfes what they want to play with.	decide	0	0	VERB	VB	So they can decide themselfes what they want to play with .
101	111425_aID1AD	So they can decide themselfes what they want to play with.	want	0	0	VERB	VBP	So they can decide themselfes what they want to play with .
102	111425_aID1AD	So they can decide themselfes what they want to play with.	play	0	0	VERB	VB	So they can decide themselfes what they want to play with .
103	111425_aID1AD	But more important is that the children are a lot influenced by tv or smartphones already on this age!	influenced	0	0	VERB	VBN	But more important is that the children are a lot influenced by tv or smartphones already on this age !
104	111425_aID1AD	So it is now our job to bring them real toys to home and help them to not be so hoocked on technic!	bring	0	0	VERB	VB	So it is now our job to bring them real toys to home and help them to not be so hoocked on technic !
105	111425_aID1AD	So it is now our job to bring them real toys to home and help them to not be so hoocked on technic!	help	0	0	VERB	VB	So it is now our job to bring them real toys to home and help them to not be so hoocked on technic !
106	111425_aID1AD	But there are a lot arguments which want to disallow television advertising: Important is that such little children are too easy to convince, they cant really decide!	want	0	0	VERB	VBP	But there are a lot arguments which want to disallow television advertising
107	111425_aID1AD	But there are a lot arguments which want to disallow television advertising: Important is that such little children are too easy to convince, they cant really decide!	disallow	0	0	VERB	VB	But there are a lot arguments which want to disallow television advertising
108	111425_aID1AD	But there are a lot arguments which want to disallow television advertising: Important is that such little children are too easy to convince, they cant really decide!	convince	0	0	VERB	VB	Important is that such little children are too easy to convince
109	111425_aID1AD	But there are a lot arguments which want to disallow television advertising: Important is that such little children are too easy to convince, they cant really decide!	decide	0	0	VERB	VB	they cant really decide !
110	111425_aID1AD	"They get manipulatet and cant decide themselfes; the advertising ""decides"" for them."	get	0	0	VERB	VBP	They get manipulatet and cant decide themselfes
111	111425_aID1AD	"They get manipulatet and cant decide themselfes; the advertising ""decides"" for them."	manipulatet	0	0	VERB	JJ	They get manipulatet and cant decide themselfes
112	111425_aID1AD	"They get manipulatet and cant decide themselfes; the advertising ""decides"" for them."	decide	0	0	VERB	NN	They get manipulatet and cant decide themselfes
113	111425_aID1AD	"They get manipulatet and cant decide themselfes; the advertising ""decides"" for them."	decides	0	0	VERB	NNS	the advertising `` decides '' for them .
114	111425_aID1AD	"Is would be better the parents decide what is ""good"" for them and what is ""bad""."	decide	0	0	VERB	VB	Is would be better the parents decide what is `` good '' for them and what is `` bad '' .
115	111425_aID1AD	The parents anyway just want the best for them, didnt they?	want	0	0	VERB	VB	The parents anyway just want the best for them
116	111425_aID1AD	The parents anyway just want the best for them, didnt they?	didnt	0	0	VERB	VBZ	didnt they ?
117	111425_aID1AD	Most important is that the children shouldnt anyway watch tv at these age!	watch	0	0	VERB	JJ	Most important is that the children shouldnt anyway watch tv at these age !
118	111425_aID1AD	They should go outside and play with real friends.	go	0	0	VERB	VB	They should go outside and play with real friends .
119	111425_aID1AD	They should go outside and play with real friends.	play	0	0	VERB	NN	They should go outside and play with real friends .
120	111425_aID1AD	Now it is totally clear that television advertising shouldnt be allowed!	allowed	0	0	VERB	VBN	Now it is totally clear that television advertising shouldnt be allowed !
121	107804_aID1AD	In my opinion the television advertising shouldn't be directed toward young children.	directed	0	0	VERB	VBN	In my opinion the television advertising should n't be directed toward young children .
122	107804_aID1AD	The thirst reason is that the children in this age are very influencable, so the advertisments just have to put a few good looking pictures in the television and all the children want these things.	put	0	0	VERB	VB	so the advertisments just have to put a few good looking pictures in the television and all the children want these things .
123	107804_aID1AD	The thirst reason is that the children in this age are very influencable, so the advertisments just have to put a few good looking pictures in the television and all the children want these things.	want	0	0	VERB	VBP	so the advertisments just have to put a few good looking pictures in the television and all the children want these things .
124	107804_aID1AD	This is very bad for there parents because they can say that the thing isn't as good as it shows but the child won't believe it.	say	0	0	VERB	VB	This is very bad for there parents because they can say that the thing is n't as good as it shows but the child wo n't believe it .
125	107804_aID1AD	This is very bad for there parents because they can say that the thing isn't as good as it shows but the child won't believe it.	shows	0	0	VERB	VBZ	This is very bad for there parents because they can say that the thing is n't as good as it shows but the child wo n't believe it .
126	107804_aID1AD	This is very bad for there parents because they can say that the thing isn't as good as it shows but the child won't believe it.	believe	0	0	VERB	VB	This is very bad for there parents because they can say that the thing is n't as good as it shows but the child wo n't believe it .
127	107804_aID1AD	So the parents can buy the thing to the child and loose money so that the child is happy for about one or two hours, or they can say no and the child will feel bad as long as it won't get it.	buy	0	0	VERB	VB	So the parents can buy the thing to the child and loose money so that the child is happy for about one or two hours
128	107804_aID1AD	So the parents can buy the thing to the child and loose money so that the child is happy for about one or two hours, or they can say no and the child will feel bad as long as it won't get it.	loose	0	0	VERB	JJ	So the parents can buy the thing to the child and loose money so that the child is happy for about one or two hours
129	107804_aID1AD	So the parents can buy the thing to the child and loose money so that the child is happy for about one or two hours, or they can say no and the child will feel bad as long as it won't get it.	say	0	0	VERB	VB	or they can say no and the child will feel bad as long as it wo n't get it .
130	107804_aID1AD	So the parents can buy the thing to the child and loose money so that the child is happy for about one or two hours, or they can say no and the child will feel bad as long as it won't get it.	feel	0	0	VERB	VB	or they can say no and the child will feel bad as long as it wo n't get it .
131	107804_aID1AD	So the parents can buy the thing to the child and loose money so that the child is happy for about one or two hours, or they can say no and the child will feel bad as long as it won't get it.	get	0	0	VERB	VB	or they can say no and the child will feel bad as long as it wo n't get it .
132	107804_aID1AD	But the advantage in the second one is that the parents don't have to loose lot of money and also that the child learns that he won't get everything he wants.	loose	0	0	VERB	VB	But the advantage in the second one is that the parents do n't have to loose lot of money and also that the child learns that he wo n't get everything he wants .
133	107804_aID1AD	But the advantage in the second one is that the parents don't have to loose lot of money and also that the child learns that he won't get everything he wants.	learns	0	0	VERB	VBZ	But the advantage in the second one is that the parents do n't have to loose lot of money and also that the child learns that he wo n't get everything he wants .
134	107804_aID1AD	But the advantage in the second one is that the parents don't have to loose lot of money and also that the child learns that he won't get everything he wants.	get	0	0	VERB	VB	But the advantage in the second one is that the parents do n't have to loose lot of money and also that the child learns that he wo n't get everything he wants .
135	107804_aID1AD	But the advantage in the second one is that the parents don't have to loose lot of money and also that the child learns that he won't get everything he wants.	wants	0	0	VERB	VBZ	But the advantage in the second one is that the parents do n't have to loose lot of money and also that the child learns that he wo n't get everything he wants .
136	107804_aID1AD	The child in the thirst example will after two hours be as happy as before and the next time he sees an advertisment he will again want the thing in it , because he know that he will probably get it.	sees	0	0	VERB	VBZ	The child in the thirst example will after two hours be as happy as before and the next time he sees an advertisment he will again want the thing in it
137	107804_aID1AD	The child in the thirst example will after two hours be as happy as before and the next time he sees an advertisment he will again want the thing in it , because he know that he will probably get it.	want	0	0	VERB	VB	The child in the thirst example will after two hours be as happy as before and the next time he sees an advertisment he will again want the thing in it
138	107804_aID1AD	The child in the thirst example will after two hours be as happy as before and the next time he sees an advertisment he will again want the thing in it , because he know that he will probably get it.	know	0	0	VERB	VBZ	because he know that he will probably get it .
139	107804_aID1AD	The child in the thirst example will after two hours be as happy as before and the next time he sees an advertisment he will again want the thing in it , because he know that he will probably get it.	get	0	0	VERB	VB	because he know that he will probably get it .
140	107804_aID1AD	This problem is very big for many problems: If i give the thing to the child it will be quiet and content but it costs money and the child learns out of that, so it think that it just have to cry to get what it want.	give	0	0	VERB	VBP	If i give the thing to the child it will be quiet and content but it costs money and the child learns out of that
141	107804_aID1AD	This problem is very big for many problems: If i give the thing to the child it will be quiet and content but it costs money and the child learns out of that, so it think that it just have to cry to get what it want.	costs	0	0	VERB	VBZ	If i give the thing to the child it will be quiet and content but it costs money and the child learns out of that
142	107804_aID1AD	This problem is very big for many problems: If i give the thing to the child it will be quiet and content but it costs money and the child learns out of that, so it think that it just have to cry to get what it want.	learns	0	0	VERB	VBZ	If i give the thing to the child it will be quiet and content but it costs money and the child learns out of that
143	107804_aID1AD	This problem is very big for many problems: If i give the thing to the child it will be quiet and content but it costs money and the child learns out of that, so it think that it just have to cry to get what it want.	think	0	0	VERB	VBP	so it think that it just have to cry to get what it want .
144	107804_aID1AD	This problem is very big for many problems: If i give the thing to the child it will be quiet and content but it costs money and the child learns out of that, so it think that it just have to cry to get what it want.	cry	0	0	VERB	VB	so it think that it just have to cry to get what it want .
145	107804_aID1AD	This problem is very big for many problems: If i give the thing to the child it will be quiet and content but it costs money and the child learns out of that, so it think that it just have to cry to get what it want.	get	0	0	VERB	VB	so it think that it just have to cry to get what it want .
146	107804_aID1AD	This problem is very big for many problems: If i give the thing to the child it will be quiet and content but it costs money and the child learns out of that, so it think that it just have to cry to get what it want.	want	0	0	VERB	VBP	so it think that it just have to cry to get what it want .
147	107804_aID1AD	But at the other hand if I won't give it to the child, I'm maybe a bad mom/dad and the child doesn't like me.	give	0	0	VERB	VB	But at the other hand if I wo n't give it to the child
148	107804_aID1AD	But at the other hand if I won't give it to the child, I'm maybe a bad mom/dad and the child doesn't like me.	'm	0	0	VERB	VBP	I 'm maybe a bad mom/dad and the child does n't like me .
149	107804_aID1AD	But at the other hand if I won't give it to the child, I'm maybe a bad mom/dad and the child doesn't like me.	like	0	0	VERB	VB	I 'm maybe a bad mom/dad and the child does n't like me .
150	107804_aID1AD	I think it's a difficult question but I have the meaning that it isn't correct to sell his product just because the parents wanted to be good to there children, although the children didn't really want the product for real.	think	0	0	VERB	VBP	I think it 's a difficult question but I have the meaning that it is n't correct to sell his product just because the parents wanted to be good to there children
151	107804_aID1AD	I think it's a difficult question but I have the meaning that it isn't correct to sell his product just because the parents wanted to be good to there children, although the children didn't really want the product for real.	sell	0	0	VERB	VB	I think it 's a difficult question but I have the meaning that it is n't correct to sell his product just because the parents wanted to be good to there children
152	107804_aID1AD	I think it's a difficult question but I have the meaning that it isn't correct to sell his product just because the parents wanted to be good to there children, although the children didn't really want the product for real.	wanted	0	0	VERB	VBD	I think it 's a difficult question but I have the meaning that it is n't correct to sell his product just because the parents wanted to be good to there children
153	107804_aID1AD	I think it's a difficult question but I have the meaning that it isn't correct to sell his product just because the parents wanted to be good to there children, although the children didn't really want the product for real.	want	0	0	VERB	VB	although the children did n't really want the product for real .
154	105714_aID1AD	Medias have become a big part in a human's life.	become	0	0	VERB	VBN	Medias have become a big part in a human 's life .
155	105714_aID1AD	As we know, the influence of medias begins in young ages because children like to watch TV.	know	0	0	VERB	VBP	As we know
156	105714_aID1AD	As we know, the influence of medias begins in young ages because children like to watch TV.	begins	0	0	VERB	NNS	the influence of medias begins in young ages because children like to watch TV .
157	105714_aID1AD	As we know, the influence of medias begins in young ages because children like to watch TV.	like	0	0	VERB	IN	the influence of medias begins in young ages because children like to watch TV .
158	105714_aID1AD	As we know, the influence of medias begins in young ages because children like to watch TV.	watch	0	0	VERB	VB	the influence of medias begins in young ages because children like to watch TV .
159	105714_aID1AD	But what do children want to see?	want	0	0	VERB	VB	But what do children want to see ?
160	105714_aID1AD	But what do children want to see?	see	0	0	VERB	VB	But what do children want to see ?
161	105714_aID1AD	But between the end and the beginning of a new program there are breaks -advertised breaks.	-advertised	0	0	VERB	VBN	But between the end and the beginning of a new program there are breaks -advertised breaks .
